RequestID,MachineID,Plant,CreatedDate,StartDate,EndDate,Category,Priority,Technician,DowntimeHours,Cost,Status
R-00533,M-060,Plant B,2024-11-23 05:19:00,2024-11-24 00:19:00,2024-11-24 06:19:00,Preventive,Medium,Casey,0.61,797.32,Closed
R-00534,M-060,Plant B,2025-03-28 11:33:00,2025-03-29 08:33:00,2025-03-29 19:33:00,Corrective,Medium,Alex,0.0,1900.88,Closed
R-00535,M-054,Plant A,2024-08-13 15:13:00,2024-08-14 02:13:00,2024-08-14 05:13:00,Preventive,Medium,Taylor,2.73,461.87,Closed
R-00536,M-043,Plant B,2024-03-30 17:28:00,2024-03-31 09:28:00,2024-03-31 17:28:00,Preventive,Medium,Alex,1.68,970.26,Closed
R-00537,M-024,Plant A,2024-01-13 09:42:00,2024-01-13 15:42:00,2024-01-13 23:42:00,Preventive,Medium,Jamie,1.44,1020.9,Closed
R-00538,M-011,Plant A,2025-03-10 14:08:00,2025-03-11 00:08:00,2025-03-11 07:08:00,Preventive,Medium,Sam,0.46,992.41,Closed
R-00539,M-005,Plant A,2025-08-27 12:49:00,2025-08-27 21:49:00,2025-08-28 00:49:00,Preventive,Medium,Morgan,0.0,389.42,Closed
R-00540,M-054,Plant A,2025-01-25 09:52:00,2025-01-25 13:52:00,2025-01-26 06:52:00,Corrective,High,Morgan,2.33,3187.8,Closed
R-00541,M-010,Plant B,2024-09-25 10:14:00,2024-09-27 16:14:00,2024-09-28 05:14:00,Corrective,Low,Jamie,9.74,2938.07,Closed
R-00542,M-002,Plant A,2024-05-02 09:27:00,2024-05-04 00:27:00,2024-05-04 09:27:00,Corrective,Low,Casey,13.87,2655.18,Closed
R-00543,M-045,Plant A,2024-05-02 12:44:00,2024-05-03 10:44:00,2024-05-03 17:44:00,Corrective,Medium,Morgan,0.03,1510.37,Closed
R-00544,M-004,Plant B,2024-10-06 12:19:00,2024-10-07 18:19:00,2024-10-07 22:19:00,Preventive,Low,Casey,1.87,759.26,Closed
R-00545,M-033,Plant A,2024-07-17 21:26:00,2024-07-18 05:26:00,2024-07-18 13:26:00,Preventive,High,Jordan,1.75,1102.05,Closed
R-00546,M-024,Plant A,2024-04-08 18:14:00,2024-04-10 00:14:00,2024-04-10 15:14:00,Corrective,Low,Alex,2.97,2565.06,Closed
R-00547,M-059,Plant B,2024-06-15 03:29:00,2024-06-16 02:29:00,2024-06-16 10:29:00,Preventive,Medium,Taylor,1.14,1050.36,Closed
R-00548,M-027,Plant B,2025-04-16 02:36:00,2025-04-16 09:36:00,2025-04-16 17:36:00,Preventive,High,Alex,0.0,1132.47,Closed
R-00549,M-057,Plant A,2025-09-03 17:51:00,2025-09-04 00:51:00,2025-09-04 05:51:00,Corrective,Medium,Morgan,7.79,923.11,Closed
R-00550,M-009,Plant A,2024-03-21 14:30:00,2024-03-24 02:30:00,2024-03-24 17:30:00,Corrective,Low,Sam,8.24,2081.46,Closed
R-00551,M-003,Plant A,2025-11-06 17:31:00,2025-11-06 23:31:00,2025-11-07 01:31:00,Corrective,Medium,Morgan,7.82,877.46,Closed
R-00552,M-058,Plant B,2024-07-23 06:18:00,2024-07-23 10:18:00,2024-07-24 03:18:00,Corrective,High,Jordan,0.0,3407.45,Closed
R-00553,M-040,Plant B,2024-09-04 17:14:00,2024-09-05 01:14:00,2024-09-05 11:14:00,Corrective,High,Alex,10.05,2970.02,Closed
R-00554,M-007,Plant B,2024-08-07 17:12:00,2024-08-08 00:12:00,2024-08-08 15:12:00,Corrective,Medium,Jordan,3.12,2384.53,Closed
R-00555,M-033,Plant A,2024-08-21 13:54:00,2024-08-23 10:54:00,2024-08-23 14:54:00,Preventive,Low,Sam,1.62,629.79,Closed
R-00556,M-003,Plant A,2024-03-25 11:11:00,2024-03-26 05:11:00,2024-03-26 21:11:00,Corrective,Medium,Jamie,0.0,3821.55,Closed
R-00557,M-028,Plant A,2024-07-12 02:22:00,2024-07-14 09:22:00,2024-07-15 01:22:00,Corrective,Low,Casey,9.39,3370.06,Closed
R-00558,M-006,Plant A,2024-05-02 04:53:00,2024-05-02 10:53:00,2024-05-02 13:53:00,Preventive,Medium,Sam,2.16,429.46,Closed
R-00559,M-055,Plant A,2025-02-17 04:11:00,2025-02-18 02:11:00,2025-02-18 04:11:00,Preventive,Medium,Jamie,2.38,454.89,Closed
R-00560,M-026,Plant B,2025-05-11 17:27:00,2025-05-13 12:27:00,2025-05-13 16:27:00,Preventive,Low,Sam,1.17,623.94,Closed
R-00561,M-009,Plant A,2024-01-31 03:23:00,2024-02-01 15:23:00,2024-02-02 03:23:00,Corrective,Low,Jamie,4.18,2724.76,Closed
R-00562,M-043,Plant B,2025-06-16 16:48:00,2025-06-16 23:48:00,2025-06-17 20:48:00,Corrective,High,Jamie,11.28,3480.94,Closed
R-00563,M-049,Plant A,2024-02-02 14:41:00,2024-02-02 19:41:00,2024-02-03 11:41:00,Corrective,High,Jamie,8.6,3135.49,Closed
R-00564,M-057,Plant A,2025-12-24 05:36:00,2025-12-24 12:36:00,2025-12-25 13:36:00,Corrective,High,Riley,11.26,3885.25,Closed
R-00565,M-037,Plant B,2025-04-26 16:14:00,2025-04-26 22:14:00,2025-04-27 15:14:00,Corrective,High,Alex,0.0,2643.99,Closed
R-00566,M-002,Plant A,2025-08-27 01:32:00,2025-08-27 17:32:00,2025-08-27 22:32:00,Preventive,Medium,Alex,3.7,887.72,Closed
R-00567,M-027,Plant B,2024-12-25 01:55:00,2024-12-25 02:55:00,2024-12-25 14:55:00,Corrective,High,Morgan,8.4,1672.6,Closed
R-00568,M-043,Plant B,2025-03-08 19:23:00,2025-03-09 17:23:00,2025-03-10 07:23:00,Corrective,Medium,Alex,10.36,2784.87,Closed
R-00569,M-021,Plant B,2025-08-09 03:20:00,2025-08-09 08:20:00,2025-08-10 00:20:00,Corrective,High,Taylor,2.77,2144.79,Closed
R-00570,M-041,Plant B,2024-03-18 18:17:00,2024-03-19 05:17:00,2024-03-19 11:17:00,Preventive,Medium,Morgan,4.01,962.04,Closed
R-00571,M-038,Plant A,2024-04-07 20:12:00,2024-04-08 02:12:00,2024-04-08 09:12:00,Preventive,High,Jamie,0.66,957.6,Closed
R-00572,M-021,Plant B,2024-07-23 14:08:00,2024-07-23 23:08:00,2024-07-24 00:08:00,Preventive,Medium,Jamie,1.48,319.82,Closed
R-00573,M-056,Plant A,2024-07-10 19:41:00,2024-07-11 19:41:00,2024-07-12 13:41:00,Corrective,Medium,Jamie,5.79,2305.16,Closed
R-00574,M-030,Plant A,2024-05-31 08:12:00,2024-06-01 01:12:00,2024-06-01 02:12:00,Preventive,Medium,Morgan,1.15,193.43,Closed
R-00575,M-027,Plant B,2024-09-30 09:47:00,2024-09-30 20:47:00,2024-10-01 02:47:00,Corrective,Medium,Taylor,13.04,1630.34,Closed
R-00576,M-032,Plant B,2025-07-27 14:53:00,2025-07-28 10:53:00,2025-07-28 12:53:00,Preventive,Low,Taylor,1.81,435.51,Closed
R-00577,M-018,Plant A,2025-11-05 18:47:00,2025-11-08 13:47:00,2025-11-08 15:47:00,Preventive,Low,Jamie,0.0,463.02,Closed
R-00578,M-027,Plant B,2025-01-07 22:55:00,2025-01-08 01:55:00,2025-01-08 22:55:00,Corrective,High,Jordan,1.21,3793.53,Closed
R-00579,M-038,Plant A,2025-06-21 08:35:00,2025-06-21 13:35:00,2025-06-22 08:35:00,Corrective,High,Sam,5.64,2667.12,Closed
R-00580,M-007,Plant B,2024-06-28 07:18:00,2024-06-29 02:18:00,2024-06-29 14:18:00,Corrective,Medium,Morgan,0.0,2966.92,Closed
R-00581,M-021,Plant B,2025-07-12 14:27:00,2025-07-12 16:27:00,2025-07-13 12:27:00,Corrective,High,Morgan,16.35,3504.36,Closed
R-00582,M-054,Plant A,2025-11-09 01:51:00,2025-11-10 13:51:00,2025-11-10 23:51:00,Corrective,Low,Taylor,7.38,2873.8,Closed
R-00583,M-024,Plant A,2025-12-02 04:09:00,2025-12-02 10:09:00,2025-12-03 03:09:00,Corrective,High,Jamie,12.28,2598.34,Closed
R-00584,M-014,Plant B,2024-06-13 14:58:00,2024-06-16 09:58:00,2024-06-16 15:58:00,Corrective,Low,Riley,10.0,1896.34,Closed
R-00585,M-027,Plant B,2024-12-06 14:25:00,2024-12-07 06:25:00,2024-12-07 21:25:00,Corrective,Low,Jordan,0.13,3253.95,Closed
R-00586,M-030,Plant A,2025-12-12 00:56:00,2025-12-13 00:56:00,2025-12-13 04:56:00,Corrective,Medium,Jordan,1.61,911.87,Closed
R-00587,M-020,Plant A,2024-11-17 19:39:00,2024-11-18 01:39:00,2024-11-18 10:39:00,Preventive,High,Jordan,1.91,1144.09,Closed
R-00588,M-021,Plant B,2024-10-15 06:46:00,2024-10-16 04:46:00,2024-10-16 05:46:00,Preventive,Medium,Riley,1.96,381.67,Closed
R-00589,M-042,Plant A,2025-09-18 21:23:00,2025-09-19 00:23:00,2025-09-19 04:23:00,Preventive,High,Jamie,0.5,486.03,Closed
R-00590,M-024,Plant A,2024-06-23 19:21:00,2024-06-24 14:21:00,2024-06-24 15:21:00,Preventive,Medium,Riley,0.59,192.67,Closed
R-00591,M-056,Plant A,2024-09-29 09:49:00,2024-09-30 08:49:00,2024-09-30 18:49:00,Corrective,Medium,Riley,4.16,1861.11,Closed
R-00592,M-010,Plant B,2024-01-30 09:54:00,2024-01-30 12:54:00,2024-01-31 04:54:00,Corrective,High,Jamie,2.26,2794.21,Closed
R-00593,M-056,Plant A,2024-11-27 23:39:00,2024-11-28 05:39:00,2024-11-28 09:39:00,Preventive,High,Riley,2.34,503.77,Closed
R-00594,M-059,Plant B,2024-12-28 20:41:00,2024-12-30 16:41:00,2024-12-31 07:41:00,Corrective,Low,Alex,7.3,3527.01,Closed
R-00595,M-043,Plant B,2025-01-14 04:30:00,2025-01-14 13:30:00,2025-01-15 07:30:00,Corrective,Medium,Jordan,7.53,2684.03,Closed
R-00596,M-034,Plant A,2025-03-19 04:50:00,2025-03-19 16:50:00,2025-03-19 21:50:00,Preventive,Medium,Jordan,1.13,634.74,Closed
R-00597,M-057,Plant A,2024-09-26 20:55:00,2024-09-28 04:55:00,2024-09-28 21:55:00,Corrective,Low,Casey,0.0,2853.25,Closed
R-00598,M-029,Plant B,2024-02-24 06:26:00,2024-02-24 13:26:00,2024-02-25 00:26:00,Preventive,High,Alex,0.72,1212.8,Closed
R-00599,M-058,Plant B,2025-05-21 01:23:00,2025-05-21 20:23:00,2025-05-22 02:23:00,Preventive,Low,Jamie,1.82,914.95,Closed
R-00600,M-012,Plant A,2024-06-21 17:21:00,2024-06-22 13:21:00,2024-06-22 22:21:00,Corrective,Medium,Taylor,7.24,2786.05,Closed
R-00601,M-016,Plant B,2025-05-25 23:06:00,2025-05-26 15:06:00,2025-05-26 20:06:00,Preventive,Medium,Morgan,1.8,589.31,Closed
R-00602,M-054,Plant A,2025-12-25 22:30:00,2025-12-26 12:30:00,2025-12-27 05:30:00,Corrective,Medium,Morgan,4.03,3487.57,Closed
R-00603,M-047,Plant B,2025-08-05 04:24:00,2025-08-05 09:24:00,2025-08-05 17:24:00,Preventive,High,Morgan,0.76,848.97,Closed
R-00604,M-050,Plant A,2025-02-12 03:02:00,2025-02-12 09:02:00,2025-02-12 16:02:00,Preventive,High,Riley,2.18,849.34,Closed
R-00605,M-052,Plant B,2025-03-18 10:35:00,2025-03-19 01:35:00,2025-03-19 11:35:00,Corrective,Medium,Casey,2.27,1679.04,Closed
R-00606,M-039,Plant B,2025-03-09 03:04:00,2025-03-10 18:04:00,2025-03-10 22:04:00,Corrective,Low,Jordan,7.33,1696.7,Closed
R-00607,M-030,Plant A,2025-11-23 07:39:00,2025-11-24 07:39:00,2025-11-25 01:39:00,Corrective,Medium,Jamie,4.91,3700.05,Closed
R-00608,M-031,Plant A,2024-11-03 05:04:00,2024-11-04 01:04:00,2024-11-04 15:04:00,Corrective,Medium,Morgan,10.15,1713.3,Closed
R-00609,M-005,Plant A,2024-02-16 17:31:00,2024-02-17 15:31:00,2024-02-17 19:31:00,Preventive,Medium,Sam,1.49,597.29,Closed
R-00610,M-008,Plant B,2025-11-08 15:47:00,2025-11-08 15:47:00,2025-11-09 00:47:00,Preventive,High,Riley,1.91,1225.73,Closed
R-00611,M-030,Plant A,2025-11-17 15:21:00,2025-11-18 00:21:00,2025-11-18 09:21:00,Corrective,Medium,Jordan,9.88,1202.23,Closed
R-00612,M-008,Plant B,2024-01-14 05:51:00,2024-01-14 18:51:00,2024-01-15 06:51:00,Corrective,Medium,Riley,9.06,2975.28,Closed
R-00613,M-045,Plant A,2025-11-22 13:28:00,2025-11-22 13:28:00,2025-11-22 20:28:00,Corrective,High,Jordan,7.73,2182.03,Closed
R-00614,M-042,Plant A,2024-09-04 14:52:00,2024-09-07 03:52:00,2024-09-07 19:52:00,Corrective,Low,Taylor,3.88,2732.34,Closed
R-00615,M-002,Plant A,2024-04-29 05:40:00,2024-04-30 00:40:00,2024-04-30 19:40:00,Corrective,Medium,Jamie,6.15,3884.42,Closed
R-00616,M-026,Plant B,2024-02-22 11:23:00,2024-02-23 06:23:00,2024-02-23 14:23:00,Preventive,Medium,Riley,2.33,1091.32,Closed
R-00617,M-019,Plant B,2024-02-07 16:38:00,2024-02-07 21:38:00,2024-02-08 00:38:00,Preventive,Medium,Jamie,0.37,413.16,Closed
R-00618,M-042,Plant A,2025-03-03 16:09:00,2025-03-04 09:09:00,2025-03-04 12:09:00,Preventive,Medium,Casey,0.91,534.31,Closed
R-00619,M-031,Plant A,2024-12-18 14:57:00,2024-12-18 21:57:00,2024-12-19 04:57:00,Preventive,High,Casey,0.7,939.31,Closed
R-00620,M-042,Plant A,2025-01-03 16:07:00,2025-01-05 22:07:00,2025-01-06 15:07:00,Corrective,Low,Taylor,8.64,2353.12,Closed
R-00621,M-011,Plant A,2025-09-12 16:47:00,2025-09-13 03:47:00,2025-09-13 08:47:00,Preventive,Medium,Jamie,2.44,638.96,Closed
R-00622,M-044,Plant B,2024-06-11 05:57:00,2024-06-12 20:57:00,2024-06-13 04:57:00,Corrective,Low,Alex,5.98,1388.52,Closed
R-00623,M-036,Plant B,2024-08-17 16:36:00,2024-08-18 13:36:00,2024-08-18 14:36:00,Preventive,Medium,Casey,2.45,200.39,Closed
R-00624,M-004,Plant B,2025-03-24 15:36:00,2025-03-25 05:36:00,2025-03-25 23:36:00,Corrective,Low,Sam,2.12,2508.37,Closed
R-00625,M-008,Plant B,2024-07-29 12:20:00,2024-07-30 07:20:00,2024-07-30 08:20:00,Preventive,Medium,Jamie,0.96,190.02,Closed
R-00626,M-055,Plant A,2024-07-25 14:59:00,2024-07-26 23:59:00,2024-07-27 13:59:00,Corrective,Low,Alex,3.12,2015.43,Closed
R-00627,M-018,Plant A,2025-01-16 14:09:00,2025-01-17 07:09:00,2025-01-17 09:09:00,Preventive,Medium,Jordan,1.83,368.07,Closed
R-00628,M-030,Plant A,2025-06-12 23:17:00,2025-06-12 23:17:00,2025-06-13 01:17:00,Preventive,High,Jordan,0.52,313.44,Closed
R-00629,M-050,Plant A,2024-06-17 14:48:00,2024-06-19 23:48:00,2024-06-20 08:48:00,Preventive,Low,Jordan,2.53,1205.97,Closed
R-00630,M-045,Plant A,2025-07-20 10:23:00,2025-07-20 22:23:00,2025-07-21 19:23:00,Corrective,Medium,Casey,5.29,4112.98,Closed
R-00631,M-045,Plant A,2025-02-17 15:13:00,2025-02-19 04:13:00,2025-02-19 13:13:00,Corrective,Low,Jamie,10.29,1949.52,Closed
R-00632,M-047,Plant B,2024-05-09 17:45:00,2024-05-10 14:45:00,2024-05-11 09:45:00,Corrective,Medium,Sam,8.51,3386.01,Closed
R-00633,M-011,Plant A,2024-01-24 00:57:00,2024-01-24 13:57:00,2024-01-25 07:57:00,Corrective,Medium,Morgan,7.08,2754.3,Closed
R-00634,M-041,Plant B,2025-06-03 12:05:00,2025-06-05 12:05:00,2025-06-05 18:05:00,Preventive,Low,Sam,1.72,849.71,Closed
R-00635,M-016,Plant B,2025-08-18 19:18:00,2025-08-20 01:18:00,2025-08-20 06:18:00,Corrective,Low,Taylor,1.3,842.94,Closed
R-00636,M-034,Plant A,2025-08-19 06:34:00,2025-08-19 23:34:00,2025-08-20 14:34:00,Corrective,Medium,Sam,10.55,2024.05,Closed
R-00637,M-028,Plant A,2024-05-13 16:15:00,2024-05-14 00:15:00,2024-05-14 11:15:00,Preventive,High,Riley,0.27,1518.99,Closed
R-00638,M-045,Plant A,2025-05-16 14:13:00,2025-05-16 21:13:00,2025-05-18 00:13:00,Corrective,High,Jordan,3.12,3203.83,Closed
R-00639,M-014,Plant B,2025-04-11 16:09:00,2025-04-11 17:09:00,2025-04-11 21:09:00,Preventive,High,Casey,0.94,625.1,Closed
R-00640,M-008,Plant B,2025-01-15 10:24:00,2025-01-15 18:24:00,2025-01-16 09:24:00,Corrective,Medium,Jamie,8.42,3827.75,Closed
R-00641,M-020,Plant A,2024-10-17 07:21:00,2024-10-18 04:21:00,2024-10-18 05:21:00,Preventive,Medium,Alex,0.37,275.68,Closed
R-00642,M-058,Plant B,2024-12-11 12:52:00,2024-12-12 08:52:00,2024-12-13 02:52:00,Corrective,Medium,Jordan,8.58,3441.79,Closed
R-00643,M-010,Plant B,2024-11-29 03:02:00,2024-11-29 14:02:00,2024-11-30 05:02:00,Corrective,Medium,Riley,0.0,3463.4,Closed
R-00644,M-048,Plant A,2024-10-11 22:02:00,2024-10-12 02:02:00,2024-10-12 11:02:00,Preventive,High,Alex,0.86,970.98,Closed
R-00645,M-040,Plant B,2025-07-08 19:41:00,2025-07-11 16:41:00,2025-07-11 18:41:00,Corrective,Low,Taylor,3.31,2054.78,Closed
R-00646,M-018,Plant A,2024-07-29 08:22:00,2024-07-31 10:22:00,2024-08-01 00:22:00,Corrective,Low,Jamie,1.87,2729.65,Closed
R-00647,M-032,Plant B,2024-01-24 11:36:00,2024-01-24 23:36:00,2024-01-25 00:36:00,Preventive,Medium,Casey,0.71,174.34,Closed
R-00648,M-050,Plant A,2024-04-01 05:15:00,2024-04-02 04:15:00,2024-04-02 06:15:00,Preventive,Medium,Jordan,1.29,424.84,Closed
R-00649,M-020,Plant A,2025-02-03 03:22:00,2025-02-03 19:22:00,2025-02-03 20:22:00,Preventive,Medium,Casey,1.99,307.61,Closed
R-00650,M-032,Plant B,2025-06-04 17:13:00,2025-06-04 22:13:00,2025-06-05 04:13:00,Preventive,High,Alex,3.1,668.82,Closed
R-00651,M-041,Plant B,2024-08-27 00:38:00,2024-08-29 05:38:00,2024-08-29 08:38:00,Preventive,Low,Sam,0.51,598.64,Closed
R-00652,M-033,Plant A,2024-07-27 04:51:00,2024-07-30 02:51:00,2024-07-30 09:51:00,Preventive,Low,Taylor,1.05,809.78,Closed
R-00653,M-053,Plant A,2025-04-20 21:11:00,2025-04-22 02:11:00,2025-04-22 08:11:00,Preventive,Low,Alex,2.02,778.27,Closed
R-00654,M-041,Plant B,2024-08-05 19:58:00,2024-08-06 17:58:00,2024-08-07 04:58:00,Corrective,Medium,Jordan,2.69,2191.7,Closed
R-00655,M-008,Plant B,2024-05-23 18:59:00,2024-05-26 14:59:00,2024-05-27 01:59:00,Corrective,Low,Taylor,5.52,2357.01,Closed
R-00656,M-016,Plant B,2025-11-09 10:58:00,2025-11-09 18:58:00,2025-11-09 22:58:00,Preventive,Medium,Casey,3.17,607.25,Closed
R-00657,M-058,Plant B,2024-01-10 22:57:00,2024-01-11 19:57:00,2024-01-12 00:57:00,Preventive,Medium,Jamie,1.72,797.67,Closed
R-00658,M-043,Plant B,2025-03-31 22:56:00,2025-04-01 21:56:00,2025-04-02 03:56:00,Preventive,Low,Riley,1.62,700.82,Closed
R-00659,M-024,Plant A,2024-07-16 15:10:00,2024-07-17 01:10:00,2024-07-17 05:10:00,Preventive,Medium,Morgan,0.98,529.47,Closed
R-00660,M-032,Plant B,2025-01-06 01:15:00,2025-01-08 17:15:00,2025-01-09 01:15:00,Preventive,Low,Taylor,3.0,884.58,Closed
R-00661,M-018,Plant A,2025-08-05 17:04:00,2025-08-06 15:04:00,2025-08-06 19:04:00,Corrective,Medium,Jordan,5.69,1057.64,Closed
R-00662,M-034,Plant A,2024-10-07 06:32:00,2024-10-07 14:32:00,2024-10-08 09:32:00,Corrective,High,Morgan,11.19,4043.63,Closed
R-00663,M-004,Plant B,2024-11-26 14:45:00,2024-11-27 08:45:00,2024-11-28 00:45:00,Corrective,Medium,Sam,6.47,2476.57,Closed
R-00664,M-018,Plant A,2025-03-06 18:10:00,2025-03-06 23:10:00,2025-03-07 10:10:00,Preventive,High,Taylor,0.0,1434.96,Closed
R-00665,M-015,Plant B,2025-12-07 14:27:00,2025-12-08 21:27:00,2025-12-09 00:27:00,Corrective,Low,Taylor,5.33,1379.13,Closed
R-00666,M-002,Plant A,2025-08-29 21:22:00,2025-08-31 00:22:00,2025-08-31 12:22:00,Corrective,Low,Taylor,5.33,3097.0,Closed
R-00667,M-034,Plant A,2024-08-30 02:29:00,2024-08-31 00:29:00,2024-08-31 04:29:00,Corrective,Medium,Sam,9.37,2347.11,Closed
R-00668,M-045,Plant A,2024-03-07 04:21:00,2024-03-09 08:21:00,2024-03-09 12:21:00,Preventive,Low,Alex,1.01,482.49,Closed
R-00669,M-004,Plant B,2025-07-26 01:46:00,2025-07-26 12:46:00,2025-07-26 16:46:00,Preventive,Medium,Sam,0.72,610.69,Closed
R-00670,M-028,Plant A,2025-09-27 21:08:00,2025-09-28 17:08:00,2025-09-28 22:08:00,Preventive,Medium,Alex,0.73,620.98,Closed
R-00671,M-001,Plant A,2025-09-01 02:18:00,2025-09-02 12:18:00,2025-09-03 05:18:00,Corrective,Low,Jordan,5.31,2428.83,Closed
R-00672,M-052,Plant B,2024-02-15 02:03:00,2024-02-16 00:03:00,2024-02-16 05:03:00,Preventive,Medium,Casey,0.43,583.52,Closed
R-00673,M-020,Plant A,2025-09-09 11:42:00,2025-09-11 07:42:00,2025-09-11 12:42:00,Preventive,Low,Jordan,0.92,610.34,Closed
R-00674,M-059,Plant B,2024-07-25 02:20:00,2024-07-26 00:20:00,2024-07-26 06:20:00,Preventive,Medium,Jamie,1.81,734.09,Closed
R-00675,M-022,Plant A,2024-06-15 03:34:00,2024-06-18 01:34:00,2024-06-18 02:34:00,Corrective,Low,Alex,6.49,1447.7,Closed
R-00676,M-016,Plant B,2025-05-07 11:18:00,2025-05-07 15:18:00,2025-05-07 17:18:00,Corrective,Medium,Riley,8.85,1124.0,Closed
R-00677,M-036,Plant B,2024-04-27 04:51:00,2024-04-27 04:51:00,2024-04-27 08:51:00,Preventive,High,Casey,1.65,529.93,Closed
R-00678,M-055,Plant A,2025-07-21 08:23:00,2025-07-21 09:23:00,2025-07-21 18:23:00,Preventive,High,Morgan,2.26,1207.93,Closed
R-00679,M-057,Plant A,2024-04-23 11:33:00,2024-04-24 02:33:00,2024-04-24 12:33:00,Corrective,Medium,Taylor,19.8,2902.68,Closed
R-00680,M-057,Plant A,2025-12-29 02:13:00,2025-12-31 00:13:00,2025-12-31 03:13:00,Preventive,Low,Jordan,1.0,414.21,Closed
R-00681,M-039,Plant B,2025-03-15 21:42:00,2025-03-16 05:42:00,2025-03-16 09:42:00,Preventive,High,Taylor,3.18,752.26,Closed
R-00682,M-055,Plant A,2025-06-04 19:56:00,2025-06-05 02:56:00,2025-06-05 15:56:00,Corrective,High,Sam,8.34,3120.57,Closed
R-00683,M-042,Plant A,2025-06-05 12:46:00,2025-06-06 08:46:00,2025-06-07 00:46:00,Corrective,Medium,Casey,10.36,3039.73,Closed
R-00684,M-041,Plant B,2025-08-20 22:10:00,2025-08-21 05:10:00,2025-08-21 11:10:00,Preventive,High,Taylor,1.19,958.44,Closed
R-00685,M-037,Plant B,2024-06-09 12:46:00,2024-06-09 16:46:00,2024-06-09 23:46:00,Preventive,High,Sam,2.66,938.62,Closed
R-00686,M-029,Plant B,2025-04-23 14:45:00,2025-04-24 03:45:00,2025-04-24 07:45:00,Preventive,Low,Casey,1.81,528.95,Closed
R-00687,M-042,Plant A,2024-03-18 12:15:00,2024-03-18 23:15:00,2024-03-19 04:15:00,Corrective,Medium,Sam,2.79,1302.66,Closed
R-00688,M-044,Plant B,2024-12-03 08:32:00,2024-12-04 04:32:00,2024-12-04 09:32:00,Preventive,Low,Morgan,2.47,683.2,Closed
R-00689,M-017,Plant B,2024-01-09 10:13:00,2024-01-10 08:13:00,2024-01-10 14:13:00,Preventive,Medium,Riley,0.32,862.24,Closed
R-00690,M-010,Plant B,2025-02-11 07:46:00,2025-02-12 03:46:00,2025-02-12 10:46:00,Preventive,Medium,Jamie,1.71,999.58,Closed
R-00691,M-030,Plant A,2024-12-14 02:55:00,2024-12-14 05:55:00,2024-12-14 11:55:00,Preventive,High,Riley,2.81,758.58,Closed
R-00692,M-048,Plant A,2024-01-10 17:03:00,2024-01-12 08:03:00,2024-01-12 21:03:00,Corrective,Low,Casey,12.24,2602.74,Closed
R-00693,M-021,Plant B,2025-08-24 00:47:00,2025-08-24 02:47:00,2025-08-24 19:47:00,Corrective,High,Jordan,7.38,2656.37,Closed
R-00694,M-031,Plant A,2024-04-21 11:13:00,2024-04-21 20:13:00,2024-04-22 03:13:00,Corrective,Medium,Morgan,5.54,2320.7,Closed
R-00695,M-039,Plant B,2025-05-15 00:54:00,2025-05-15 04:54:00,2025-05-15 15:54:00,Preventive,High,Riley,1.81,1405.26,Closed
R-00696,M-011,Plant A,2024-11-30 14:01:00,2024-12-02 08:01:00,2024-12-02 14:01:00,Preventive,Low,Jordan,1.65,760.5,Closed
R-00697,M-058,Plant B,2024-07-30 04:26:00,2024-07-31 03:26:00,2024-07-31 17:26:00,Corrective,Medium,Jamie,7.85,2607.34,Closed
R-00698,M-013,Plant A,2024-01-08 04:52:00,2024-01-11 02:52:00,2024-01-11 09:52:00,Preventive,Low,Taylor,3.02,894.67,Closed
R-00699,M-037,Plant B,2024-02-10 03:06:00,2024-02-11 16:06:00,2024-02-11 21:06:00,Preventive,Low,Jamie,0.96,762.2,Closed
R-00700,M-028,Plant A,2025-04-13 13:07:00,2025-04-13 19:07:00,2025-04-14 03:07:00,Corrective,High,Sam,7.28,2203.53,Closed
R-00701,M-043,Plant B,2024-03-09 23:49:00,2024-03-10 18:49:00,2024-03-11 07:49:00,Corrective,Low,Jamie,6.16,3000.31,Closed
R-00702,M-027,Plant B,2025-04-06 05:37:00,2025-04-06 11:37:00,2025-04-06 16:37:00,Preventive,Medium,Jamie,0.32,786.45,Closed
R-00703,M-025,Plant A,2024-12-17 13:37:00,2024-12-17 20:37:00,2024-12-18 03:37:00,Corrective,Medium,Alex,3.85,1671.41,Closed
R-00704,M-006,Plant A,2025-07-15 22:25:00,2025-07-18 15:25:00,2025-07-18 17:25:00,Preventive,Low,Jordan,0.52,459.93,Closed
R-00705,M-039,Plant B,2024-04-12 06:02:00,2024-04-12 12:02:00,2024-04-12 13:02:00,Preventive,Medium,Riley,1.34,204.24,Closed
R-00706,M-046,Plant A,2024-02-05 23:02:00,2024-02-06 23:02:00,2024-02-07 06:02:00,Corrective,Medium,Alex,10.27,2406.46,Closed
R-00707,M-029,Plant B,2024-02-23 20:25:00,2024-02-26 18:25:00,2024-02-26 20:25:00,Preventive,Low,Taylor,2.38,520.54,Closed
R-00708,M-022,Plant A,2024-07-15 23:12:00,2024-07-16 01:12:00,2024-07-16 20:12:00,Corrective,High,Sam,8.27,3654.76,Closed
R-00709,M-021,Plant B,2025-07-29 21:23:00,2025-07-30 03:23:00,2025-07-30 06:23:00,Preventive,High,Riley,1.42,510.13,Closed
R-00710,M-001,Plant A,2025-02-02 07:15:00,2025-02-02 12:15:00,2025-02-03 00:15:00,Corrective,High,Morgan,6.62,2908.58,Closed
